lat,lon,elevation_m,i,j,x_m,y_m
43.614929,78.531009,654.0,22,11,-500.0,-3250.0
43.614929,78.534113,650.0,23,11,-250.0,-3250.0
43.614929,78.537216,627.0,24,11,0.0,-3250.0
43.614929,78.540319,645.0,25,11,250.0,-3250.0
43.614929,78.543423,629.0,26,11,500.0,-3250.0
43.614929,78.546526,620.0,27,11,750.0,-3250.0
43.614929,78.54963,623.0,28,11,1000.0,-3250.0
43.614929,78.552733,626.0,29,11,1250.0,-3250.0
43.614929,78.555837,616.0,30,11,1500.0,-3250.0
43.614929,78.55894,616.0,31,11,1750.0,-3250.0
43.614929,78.562044,614.0,32,11,2000.0,-3250.0
43.614929,78.565147,618.0,33,11,2250.0,-3250.0
43.614929,78.56825,619.0,34,11,2500.0,-3250.0
43.614929,78.571354,620.0,35,11,2750.0,-3250.0
43.614929,78.574457,616.0,36,11,3000.0,-3250.0
43.614929,78.577561,615.0,37,11,3250.0,-3250.0
43.614929,78.580664,617.0,38,11,3500.0,-3250.0
43.614929,78.583768,619.0,39,11,3750.0,-3250.0
43.614929,78.586871,619.0,40,11,4000.0,-3250.0
43.614929,78.589975,619.0,41,11,4250.0,-3250.0
43.614929,78.593078,623.0,42,11,4500.0,-3250.0
43.614929,78.596181,628.0,43,11,4750.0,-3250.0
43.614929,78.599285,633.0,44,11,5000.0,-3250.0
43.614929,78.602388,635.0,45,11,5250.0,-3250.0
43.614929,78.605492,638.0,46,11,5500.0,-3250.0
43.614929,78.608595,640.0,47,11,5750.0,-3250.0
43.614929,78.611699,640.0,48,11,6000.0,-3250.0
43.617179,78.462733,632.0,0,12,-6000.0,-3000.0
43.617179,78.465837,631.0,1,12,-5750.0,-3000.0
43.617179,78.46894,629.0,2,12,-5500.0,-3000.0
43.617179,78.472044,627.0,3,12,-5250.0,-3000.0
43.617179,78.475147,624.0,4,12,-5000.0,-3000.0
43.617179,78.478251,622.0,5,12,-4750.0,-3000.0
43.617179,78.481354,619.0,6,12,-4500.0,-3000.0
43.617179,78.484457,615.0,7,12,-4250.0,-3000.0
43.617179,78.487561,610.0,8,12,-4000.0,-3000.0
43.617179,78.490664,612.0,9,12,-3750.0,-3000.0
43.617179,78.493768,615.0,10,12,-3500.0,-3000.0
43.617179,78.496871,614.0,11,12,-3250.0,-3000.0
43.617179,78.499975,613.0,12,12,-3000.0,-3000.0
43.617179,78.503078,617.0,13,12,-2750.0,-3000.0
43.617179,78.506182,621.0,14,12,-2500.0,-3000.0
43.617179,78.509285,618.0,15,12,-2250.0,-3000.0
43.617179,78.512388,620.0,16,12,-2000.0,-3000.0
43.617179,78.515492,618.0,17,12,-1750.0,-3000.0
43.617179,78.518595,623.0,18,12,-1500.0,-3000.0
43.617179,78.521699,621.0,19,12,-1250.0,-3000.0
43.617179,78.524802,626.0,20,12,-1000.0,-3000.0
43.617179,78.527906,622.0,21,12,-750.0,-3000.0
43.617179,78.531009,616.0,22,12,-500.0,-3000.0
43.617179,78.534113,617.0,23,12,-250.0,-3000.0
43.617179,78.537216,613.0,24,12,0.0,-3000.0
43.617179,78.540319,612.0,25,12,250.0,-3000.0
43.617179,78.543423,613.0,26,12,500.0,-3000.0
43.617179,78.546526,612.0,27,12,750.0,-3000.0
43.617179,78.54963,608.0,28,12,1000.0,-3000.0
43.617179,78.552733,606.0,29,12,1250.0,-3000.0
43.617179,78.555837,604.0,30,12,1500.0,-3000.0
43.617179,78.55894,606.0,31,12,1750.0,-3000.0
43.617179,78.562044,606.0,32,12,2000.0,-3000.0
43.617179,78.565147,609.0,33,12,2250.0,-3000.0
43.617179,78.56825,612.0,34,12,2500.0,-3000.0
43.617179,78.571354,613.0,35,12,2750.0,-3000.0
43.617179,78.574457,610.0,36,12,3000.0,-3000.0
43.617179,78.577561,608.0,37,12,3250.0,-3000.0
43.617179,78.580664,608.0,38,12,3500.0,-3000.0
43.617179,78.583768,610.0,39,12,3750.0,-3000.0
43.617179,78.586871,612.0,40,12,4000.0,-3000.0
43.617179,78.589975,615.0,41,12,4250.0,-3000.0
43.617179,78.593078,620.0,42,12,4500.0,-3000.0
43.617179,78.596181,625.0,43,12,4750.0,-3000.0
43.617179,78.599285,628.0,44,12,5000.0,-3000.0
43.617179,78.602388,631.0,45,12,5250.0,-3000.0
43.617179,78.605492,633.0,46,12,5500.0,-3000.0
43.617179,78.608595,635.0,47,12,5750.0,-3000.0
43.617179,78.611699,636.0,48,12,6000.0,-3000.0
43.619429,78.462733,629.0,0,13,-6000.0,-2750.0
43.619429,78.465837,628.0,1,13,-5750.0,-2750.0
43.619429,78.46894,626.0,2,13,-5500.0,-2750.0
43.619429,78.472044,624.0,3,13,-5250.0,-2750.0
43.619429,78.475147,622.0,4,13,-5000.0,-2750.0
43.619429,78.478251,620.0,5,13,-4750.0,-2750.0
43.619429,78.481354,618.0,6,13,-4500.0,-2750.0
43.619429,78.484457,614.0,7,13,-4250.0,-2750.0
43.619429,78.487561,611.0,8,13,-4000.0,-2750.0
43.619429,78.490664,608.0,9,13,-3750.0,-2750.0
43.619429,78.493768,606.0,10,13,-3500.0,-2750.0
43.619429,78.496871,606.0,11,13,-3250.0,-2750.0
43.619429,78.499975,604.0,12,13,-3000.0,-2750.0
43.619429,78.503078,604.0,13,13,-2750.0,-2750.0
43.619429,78.506182,608.0,14,13,-2500.0,-2750.0
43.619429,78.509285,605.0,15,13,-2250.0,-2750.0
43.619429,78.512388,605.0,16,13,-2000.0,-2750.0
43.619429,78.515492,605.0,17,13,-1750.0,-2750.0
43.619429,78.518595,610.0,18,13,-1500.0,-2750.0
43.619429,78.521699,611.0,19,13,-1250.0,-2750.0
43.619429,78.524802,610.0,20,13,-1000.0,-2750.0
43.619429,78.527906,604.0,21,13,-750.0,-2750.0
43.619429,78.531009,597.0,22,13,-500.0,-2750.0
43.619429,78.534113,595.0,23,13,-250.0,-2750.0
43.619429,78.537216,588.0,24,13,0.0,-2750.0
43.619429,78.540319,586.0,25,13,250.0,-2750.0
43.619429,78.543423,585.0,26,13,500.0,-2750.0
43.619429,78.546526,592.0,27,13,750.0,-2750.0
43.619429,78.54963,589.0,28,13,1000.0,-2750.0
43.619429,78.552733,589.0,29,13,1250.0,-2750.0
43.619429,78.555837,594.0,30,13,1500.0,-2750.0
43.619429,78.55894,595.0,31,13,1750.0,-2750.0
43.619429,78.562044,598.0,32,13,2000.0,-2750.0
43.619429,78.565147,603.0,33,13,2250.0,-2750.0
43.619429,78.56825,604.0,34,13,2500.0,-2750.0
43.619429,78.571354,606.0,35,13,2750.0,-2750.0
43.619429,78.574457,604.0,36,13,3000.0,-2750.0
43.619429,78.577561,602.0,37,13,3250.0,-2750.0
43.619429,78.580664,602.0,38,13,3500.0,-2750.0
43.619429,78.583768,605.0,39,13,3750.0,-2750.0
43.619429,78.586871,609.0,40,13,4000.0,-2750.0
43.619429,78.589975,613.0,41,13,4250.0,-2750.0
43.619429,78.593078,618.0,42,13,4500.0,-2750.0
43.619429,78.596181,621.0,43,13,4750.0,-2750.0
43.619429,78.599285,625.0,44,13,5000.0,-2750.0
43.619429,78.602388,626.0,45,13,5250.0,-2750.0
43.619429,78.605492,630.0,46,13,5500.0,-2750.0
43.619429,78.608595,631.0,47,13,5750.0,-2750.0
43.619429,78.611699,632.0,48,13,6000.0,-2750.0
43.621678,78.462733,626.0,0,14,-6000.0,-2500.0
43.621678,78.465837,626.0,1,14,-5750.0,-2500.0
43.621678,78.46894,624.0,2,14,-5500.0,-2500.0
43.621678,78.472044,623.0,3,14,-5250.0,-2500.0
43.621678,78.475147,619.0,4,14,-5000.0,-2500.0
43.621678,78.478251,618.0,5,14,-4750.0,-2500.0
43.621678,78.481354,615.0,6,14,-4500.0,-2500.0
43.621678,78.484457,613.0,7,14,-4250.0,-2500.0
43.621678,78.487561,610.0,8,14,-4000.0,-2500.0
43.621678,78.490664,607.0,9,14,-3750.0,-2500.0
43.621678,78.493768,604.0,10,14,-3500.0,-2500.0
43.621678,78.496871,600.0,11,14,-3250.0,-2500.0
43.621678,78.499975,599.0,12,14,-3000.0,-2500.0
43.621678,78.503078,596.0,13,14,-2750.0,-2500.0
43.621678,78.506182,596.0,14,14,-2500.0,-2500.0
43.621678,78.509285,596.0,15,14,-2250.0,-2500.0
43.621678,78.512388,594.0,16,14,-2000.0,-2500.0
43.621678,78.515492,594.0,17,14,-1750.0,-2500.0
43.621678,78.518595,598.0,18,14,-1500.0,-2500.0
43.621678,78.521699,604.0,19,14,-1250.0,-2500.0
43.621678,78.524802,601.0,20,14,-1000.0,-2500.0
43.621678,78.527906,595.0,21,14,-750.0,-2500.0
43.621678,78.531009,588.0,22,14,-500.0,-2500.0
43.621678,78.534113,583.0,23,14,-250.0,-2500.0
43.621678,78.537216,578.0,24,14,0.0,-2500.0
43.621678,78.540319,574.0,25,14,250.0,-2500.0
43.621678,78.543423,578.0,26,14,500.0,-2500.0
43.621678,78.546526,582.0,27,14,750.0,-2500.0
43.621678,78.54963,580.0,28,14,1000.0,-2500.0
43.621678,78.552733,581.0,29,14,1250.0,-2500.0
43.621678,78.555837,584.0,30,14,1500.0,-2500.0
43.621678,78.55894,588.0,31,14,1750.0,-2500.0
43.621678,78.562044,593.0,32,14,2000.0,-2500.0
43.621678,78.565147,596.0,33,14,2250.0,-2500.0
43.621678,78.56825,597.0,34,14,2500.0,-2500.0
43.621678,78.571354,598.0,35,14,2750.0,-2500.0
43.621678,78.574457,598.0,36,14,3000.0,-2500.0
43.621678,78.577561,597.0,37,14,3250.0,-2500.0
43.621678,78.580664,599.0,38,14,3500.0,-2500.0
43.621678,78.583768,603.0,39,14,3750.0,-2500.0
43.621678,78.586871,607.0,40,14,4000.0,-2500.0
43.621678,78.589975,611.0,41,14,4250.0,-2500.0
43.621678,78.593078,614.0,42,14,4500.0,-2500.0
43.621678,78.596181,618.0,43,14,4750.0,-2500.0
43.621678,78.599285,621.0,44,14,5000.0,-2500.0
43.621678,78.602388,624.0,45,14,5250.0,-2500.0
43.621678,78.605492,626.0,46,14,5500.0,-2500.0
43.621678,78.608595,627.0,47,14,5750.0,-2500.0
43.621678,78.611699,627.0,48,14,6000.0,-2500.0
43.623928,78.462733,625.0,0,15,-6000.0,-2250.0
43.623928,78.465837,623.0,1,15,-5750.0,-2250.0
43.623928,78.46894,622.0,2,15,-5500.0,-2250.0
43.623928,78.472044,621.0,3,15,-5250.0,-2250.0
43.623928,78.475147,618.0,4,15,-5000.0,-2250.0
43.623928,78.478251,616.0,5,15,-4750.0,-2250.0
43.623928,78.481354,613.0,6,15,-4500.0,-2250.0
43.623928,78.484457,611.0,7,15,-4250.0,-2250.0
43.623928,78.487561,609.0,8,15,-4000.0,-2250.0
43.623928,78.490664,607.0,9,15,-3750.0,-2250.0
43.623928,78.493768,603.0,10,15,-3500.0,-2250.0
43.623928,78.496871,600.0,11,15,-3250.0,-2250.0
43.623928,78.499975,598.0,12,15,-3000.0,-2250.0
43.623928,78.503078,595.0,13,15,-2750.0,-2250.0
43.623928,78.506182,592.0,14,15,-2500.0,-2250.0
43.623928,78.509285,590.0,15,15,-2250.0,-2250.0
43.623928,78.512388,589.0,16,15,-2000.0,-2250.0
43.623928,78.515492,590.0,17,15,-1750.0,-2250.0
43.623928,78.518595,594.0,18,15,-1500.0,-2250.0
43.623928,78.521699,598.0,19,15,-1250.0,-2250.0
43.623928,78.524802,597.0,20,15,-1000.0,-2250.0
43.623928,78.527906,592.0,21,15,-750.0,-2250.0
43.623928,78.531009,586.0,22,15,-500.0,-2250.0
43.623928,78.534113,581.0,23,15,-250.0,-2250.0
43.623928,78.537216,575.0,24,15,0.0,-2250.0
43.623928,78.540319,572.0,25,15,250.0,-2250.0
43.623928,78.543423,573.0,26,15,500.0,-2250.0
43.623928,78.546526,574.0,27,15,750.0,-2250.0
43.623928,78.54963,574.0,28,15,1000.0,-2250.0
43.623928,78.552733,576.0,29,15,1250.0,-2250.0
43.623928,78.555837,581.0,30,15,1500.0,-2250.0
43.623928,78.55894,584.0,31,15,1750.0,-2250.0
43.623928,78.562044,589.0,32,15,2000.0,-2250.0
43.623928,78.565147,592.0,33,15,2250.0,-2250.0
43.623928,78.56825,593.0,34,15,2500.0,-2250.0
43.623928,78.571354,594.0,35,15,2750.0,-2250.0
43.623928,78.574457,594.0,36,15,3000.0,-2250.0
43.623928,78.577561,595.0,37,15,3250.0,-2250.0
43.623928,78.580664,597.0,38,15,3500.0,-2250.0
43.623928,78.583768,602.0,39,15,3750.0,-2250.0
43.623928,78.586871,606.0,40,15,4000.0,-2250.0
43.623928,78.589975,609.0,41,15,4250.0,-2250.0
43.623928,78.593078,612.0,42,15,4500.0,-2250.0
43.623928,78.596181,616.0,43,15,4750.0,-2250.0
43.623928,78.599285,620.0,44,15,5000.0,-2250.0
43.623928,78.602388,622.0,45,15,5250.0,-2250.0
43.623928,78.605492,623.0,46,15,5500.0,-2250.0
43.623928,78.608595,624.0,47,15,5750.0,-2250.0
43.623928,78.611699,624.0,48,15,6000.0,-2250.0
43.626177,78.462733,622.0,0,16,-6000.0,-2000.0
43.626177,78.465837,621.0,1,16,-5750.0,-2000.0
43.626177,78.46894,619.0,2,16,-5500.0,-2000.0
43.626177,78.472044,618.0,3,16,-5250.0,-2000.0
43.626177,78.475147,616.0,4,16,-5000.0,-2000.0
43.626177,78.478251,614.0,5,16,-4750.0,-2000.0
43.626177,78.481354,612.0,6,16,-4500.0,-2000.0
43.626177,78.484457,609.0,7,16,-4250.0,-2000.0
43.626177,78.487561,606.0,8,16,-4000.0,-2000.0
43.626177,78.490664,604.0,9,16,-3750.0,-2000.0
43.626177,78.493768,602.0,10,16,-3500.0,-2000.0
43.626177,78.496871,599.0,11,16,-3250.0,-2000.0
43.626177,78.499975,596.0,12,16,-3000.0,-2000.0
43.626177,78.503078,593.0,13,16,-2750.0,-2000.0
43.626177,78.506182,590.0,14,16,-2500.0,-2000.0
43.626177,78.509285,587.0,15,16,-2250.0,-2000.0
43.626177,78.512388,585.0,16,16,-2000.0,-2000.0
43.626177,78.515492,584.0,17,16,-1750.0,-2000.0
43.626177,78.518595,587.0,18,16,-1500.0,-2000.0
43.626177,78.521699,589.0,19,16,-1250.0,-2000.0
43.626177,78.524802,588.0,20,16,-1000.0,-2000.0
43.626177,78.527906,585.0,21,16,-750.0,-2000.0
43.626177,78.531009,581.0,22,16,-500.0,-2000.0
43.626177,78.534113,578.0,23,16,-250.0,-2000.0
43.626177,78.537216,573.0,24,16,0.0,-2000.0
43.626177,78.540319,568.0,25,16,250.0,-2000.0
43.626177,78.543423,566.0,26,16,500.0,-2000.0
43.626177,78.546526,567.0,27,16,750.0,-2000.0
43.626177,78.54963,569.0,28,16,1000.0,-2000.0
43.626177,78.552733,573.0,29,16,1250.0,-2000.0
43.626177,78.555837,577.0,30,16,1500.0,-2000.0
43.626177,78.55894,580.0,31,16,1750.0,-2000.0
43.626177,78.562044,582.0,32,16,2000.0,-2000.0
43.626177,78.565147,585.0,33,16,2250.0,-2000.0
43.626177,78.56825,587.0,34,16,2500.0,-2000.0
43.626177,78.571354,588.0,35,16,2750.0,-2000.0
43.626177,78.574457,590.0,36,16,3000.0,-2000.0
43.626177,78.577561,593.0,37,16,3250.0,-2000.0
43.626177,78.580664,595.0,38,16,3500.0,-2000.0
43.626177,78.583768,602.0,39,16,3750.0,-2000.0
43.626177,78.586871,602.0,40,16,4000.0,-2000.0
43.626177,78.589975,605.0,41,16,4250.0,-2000.0
43.626177,78.593078,609.0,42,16,4500.0,-2000.0
43.626177,78.596181,613.0,43,16,4750.0,-2000.0
43.626177,78.599285,616.0,44,16,5000.0,-2000.0
43.626177,78.602388,617.0,45,16,5250.0,-2000.0
43.626177,78.605492,619.0,46,16,5500.0,-2000.0
43.626177,78.608595,619.0,47,16,5750.0,-2000.0
43.626177,78.611699,619.0,48,16,6000.0,-2000.0
43.628427,78.462733,619.0,0,17,-6000.0,-1750.0
43.628427,78.465837,618.0,1,17,-5750.0,-1750.0
43.628427,78.46894,617.0,2,17,-5500.0,-1750.0
43.628427,78.472044,615.0,3,17,-5250.0,-1750.0
43.628427,78.475147,613.0,4,17,-5000.0,-1750.0
43.628427,78.478251,612.0,5,17,-4750.0,-1750.0
43.628427,78.481354,609.0,6,17,-4500.0,-1750.0
43.628427,78.484457,607.0,7,17,-4250.0,-1750.0
43.628427,78.487561,604.0,8,17,-4000.0,-1750.0
43.628427,78.490664,603.0,9,17,-3750.0,-1750.0
43.628427,78.493768,600.0,10,17,-3500.0,-1750.0
43.628427,78.496871,597.0,11,17,-3250.0,-1750.0
43.628427,78.499975,595.0,12,17,-3000.0,-1750.0
43.628427,78.503078,592.0,13,17,-2750.0,-1750.0
43.628427,78.506182,589.0,14,17,-2500.0,-1750.0
43.628427,78.509285,585.0,15,17,-2250.0,-1750.0
43.628427,78.512388,583.0,16,17,-2000.0,-1750.0
43.628427,78.515492,581.0,17,17,-1750.0,-1750.0
43.628427,78.518595,581.0,18,17,-1500.0,-1750.0
43.628427,78.521699,582.0,19,17,-1250.0,-1750.0
43.628427,78.524802,581.0,20,17,-1000.0,-1750.0
43.628427,78.527906,580.0,21,17,-750.0,-1750.0
43.628427,78.531009,576.0,22,17,-500.0,-1750.0
43.628427,78.534113,573.0,23,17,-250.0,-1750.0
43.628427,78.537216,569.0,24,17,0.0,-1750.0
43.628427,78.540319,565.0,25,17,250.0,-1750.0
43.628427,78.543423,564.0,26,17,500.0,-1750.0
43.628427,78.546526,565.0,27,17,750.0,-1750.0
43.628427,78.54963,567.0,28,17,1000.0,-1750.0
43.628427,78.552733,570.0,29,17,1250.0,-1750.0
43.628427,78.555837,572.0,30,17,1500.0,-1750.0
43.628427,78.55894,575.0,31,17,1750.0,-1750.0
43.628427,78.562044,578.0,32,17,2000.0,-1750.0
43.628427,78.565147,580.0,33,17,2250.0,-1750.0
43.628427,78.56825,582.0,34,17,2500.0,-1750.0
43.628427,78.571354,585.0,35,17,2750.0,-1750.0
43.628427,78.574457,587.0,36,17,3000.0,-1750.0
43.628427,78.577561,595.0,37,17,3250.0,-1750.0
43.628427,78.580664,593.0,38,17,3500.0,-1750.0
43.628427,78.583768,596.0,39,17,3750.0,-1750.0
43.628427,78.586871,600.0,40,17,4000.0,-1750.0
43.628427,78.589975,603.0,41,17,4250.0,-1750.0
43.628427,78.593078,606.0,42,17,4500.0,-1750.0
43.628427,78.596181,609.0,43,17,4750.0,-1750.0
43.628427,78.599285,612.0,44,17,5000.0,-1750.0
43.628427,78.602388,613.0,45,17,5250.0,-1750.0
43.628427,78.605492,615.0,46,17,5500.0,-1750.0
43.628427,78.608595,615.0,47,17,5750.0,-1750.0
43.628427,78.611699,615.0,48,17,6000.0,-1750.0
43.630677,78.462733,617.0,0,18,-6000.0,-1500.0
43.630677,78.465837,616.0,1,18,-5750.0,-1500.0
43.630677,78.46894,615.0,2,18,-5500.0,-1500.0
43.630677,78.472044,613.0,3,18,-5250.0,-1500.0
43.630677,78.475147,612.0,4,18,-5000.0,-1500.0
43.630677,78.478251,610.0,5,18,-4750.0,-1500.0
43.630677,78.481354,607.0,6,18,-4500.0,-1500.0
43.630677,78.484457,605.0,7,18,-4250.0,-1500.0
43.630677,78.487561,603.0,8,18,-4000.0,-1500.0
43.630677,78.490664,601.0,9,18,-3750.0,-1500.0
43.630677,78.493768,598.0,10,18,-3500.0,-1500.0
43.630677,78.496871,596.0,11,18,-3250.0,-1500.0
43.630677,78.499975,594.0,12,18,-3000.0,-1500.0
43.630677,78.503078,590.0,13,18,-2750.0,-1500.0
43.630677,78.506182,588.0,14,18,-2500.0,-1500.0
43.630677,78.509285,585.0,15,18,-2250.0,-1500.0
43.630677,78.512388,583.0,16,18,-2000.0,-1500.0
43.630677,78.515492,580.0,17,18,-1750.0,-1500.0
43.630677,78.518595,578.0,18,18,-1500.0,-1500.0
43.630677,78.521699,577.0,19,18,-1250.0,-1500.0
43.630677,78.524802,577.0,20,18,-1000.0,-1500.0
43.630677,78.527906,576.0,21,18,-750.0,-1500.0
43.630677,78.531009,573.0,22,18,-500.0,-1500.0
43.630677,78.534113,570.0,23,18,-250.0,-1500.0
43.630677,78.537216,567.0,24,18,0.0,-1500.0
43.630677,78.540319,564.0,25,18,250.0,-1500.0
43.630677,78.543423,562.0,26,18,500.0,-1500.0
43.630677,78.546526,563.0,27,18,750.0,-1500.0
43.630677,78.54963,566.0,28,18,1000.0,-1500.0
43.630677,78.552733,568.0,29,18,1250.0,-1500.0
43.630677,78.555837,571.0,30,18,1500.0,-1500.0
43.630677,78.55894,573.0,31,18,1750.0,-1500.0
43.630677,78.562044,576.0,32,18,2000.0,-1500.0
43.630677,78.565147,579.0,33,18,2250.0,-1500.0
43.630677,78.56825,581.0,34,18,2500.0,-1500.0
43.630677,78.571354,583.0,35,18,2750.0,-1500.0
43.630677,78.574457,588.0,36,18,3000.0,-1500.0
43.630677,78.577561,589.0,37,18,3250.0,-1500.0
43.630677,78.580664,591.0,38,18,3500.0,-1500.0
43.630677,78.583768,595.0,39,18,3750.0,-1500.0
43.630677,78.586871,598.0,40,18,4000.0,-1500.0
43.630677,78.589975,601.0,41,18,4250.0,-1500.0
43.630677,78.593078,604.0,42,18,4500.0,-1500.0
43.630677,78.596181,606.0,43,18,4750.0,-1500.0
43.630677,78.599285,608.0,44,18,5000.0,-1500.0
43.630677,78.602388,611.0,45,18,5250.0,-1500.0
43.630677,78.605492,611.0,46,18,5500.0,-1500.0
43.630677,78.608595,612.0,47,18,5750.0,-1500.0
43.630677,78.611699,611.0,48,18,6000.0,-1500.0
43.632926,78.462733,614.0,0,19,-6000.0,-1250.0
43.632926,78.465837,612.0,1,19,-5750.0,-1250.0
43.632926,78.46894,611.0,2,19,-5500.0,-1250.0
43.632926,78.472044,610.0,3,19,-5250.0,-1250.0
43.632926,78.475147,609.0,4,19,-5000.0,-1250.0
43.632926,78.478251,607.0,5,19,-4750.0,-1250.0
43.632926,78.481354,606.0,6,19,-4500.0,-1250.0
43.632926,78.484457,603.0,7,19,-4250.0,-1250.0
43.632926,78.487561,601.0,8,19,-4000.0,-1250.0
43.632926,78.490664,599.0,9,19,-3750.0,-1250.0
43.632926,78.493768,596.0,10,19,-3500.0,-1250.0
43.632926,78.496871,593.0,11,19,-3250.0,-1250.0
43.632926,78.499975,591.0,12,19,-3000.0,-1250.0
43.632926,78.503078,588.0,13,19,-2750.0,-1250.0
43.632926,78.506182,585.0,14,19,-2500.0,-1250.0
43.632926,78.509285,583.0,15,19,-2250.0,-1250.0
43.632926,78.512388,581.0,16,19,-2000.0,-1250.0
43.632926,78.515492,578.0,17,19,-1750.0,-1250.0
43.632926,78.518595,576.0,18,19,-1500.0,-1250.0
43.632926,78.521699,573.0,19,19,-1250.0,-1250.0
43.632926,78.524802,572.0,20,19,-1000.0,-1250.0
43.632926,78.527906,570.0,21,19,-750.0,-1250.0
43.632926,78.531009,569.0,22,19,-500.0,-1250.0
43.632926,78.534113,567.0,23,19,-250.0,-1250.0
43.632926,78.537216,564.0,24,19,0.0,-1250.0
43.632926,78.540319,562.0,25,19,250.0,-1250.0
43.632926,78.543423,561.0,26,19,500.0,-1250.0
43.632926,78.546526,562.0,27,19,750.0,-1250.0
43.632926,78.54963,564.0,28,19,1000.0,-1250.0
43.632926,78.552733,566.0,29,19,1250.0,-1250.0
43.632926,78.555837,569.0,30,19,1500.0,-1250.0
43.632926,78.55894,571.0,31,19,1750.0,-1250.0
43.632926,78.562044,574.0,32,19,2000.0,-1250.0
43.632926,78.565147,576.0,33,19,2250.0,-1250.0
43.632926,78.56825,579.0,34,19,2500.0,-1250.0
43.632926,78.571354,580.0,35,19,2750.0,-1250.0
43.632926,78.574457,583.0,36,19,3000.0,-1250.0
43.632926,78.577561,586.0,37,19,3250.0,-1250.0
43.632926,78.580664,589.0,38,19,3500.0,-1250.0
43.632926,78.583768,592.0,39,19,3750.0,-1250.0
43.632926,78.586871,595.0,40,19,4000.0,-1250.0
43.632926,78.589975,597.0,41,19,4250.0,-1250.0
43.632926,78.593078,601.0,42,19,4500.0,-1250.0
43.632926,78.596181,603.0,43,19,4750.0,-1250.0
43.632926,78.599285,605.0,44,19,5000.0,-1250.0
43.632926,78.602388,606.0,45,19,5250.0,-1250.0
43.632926,78.605492,607.0,46,19,5500.0,-1250.0
43.632926,78.608595,607.0,47,19,5750.0,-1250.0
43.632926,78.611699,607.0,48,19,6000.0,-1250.0
43.635176,78.462733,611.0,0,20,-6000.0,-1000.0
43.635176,78.465837,609.0,1,20,-5750.0,-1000.0
43.635176,78.46894,608.0,2,20,-5500.0,-1000.0
43.635176,78.472044,607.0,3,20,-5250.0,-1000.0
43.635176,78.475147,606.0,4,20,-5000.0,-1000.0
43.635176,78.478251,605.0,5,20,-4750.0,-1000.0
43.635176,78.481354,603.0,6,20,-4500.0,-1000.0
43.635176,78.484457,600.0,7,20,-4250.0,-1000.0
43.635176,78.487561,599.0,8,20,-4000.0,-1000.0
43.635176,78.490664,596.0,9,20,-3750.0,-1000.0
43.635176,78.493768,593.0,10,20,-3500.0,-1000.0
43.635176,78.496871,591.0,11,20,-3250.0,-1000.0
43.635176,78.499975,589.0,12,20,-3000.0,-1000.0
43.635176,78.503078,586.0,13,20,-2750.0,-1000.0
43.635176,78.506182,583.0,14,20,-2500.0,-1000.0
43.635176,78.509285,581.0,15,20,-2250.0,-1000.0
43.635176,78.512388,579.0,16,20,-2000.0,-1000.0
43.635176,78.515492,576.0,17,20,-1750.0,-1000.0
43.635176,78.518595,574.0,18,20,-1500.0,-1000.0
43.635176,78.521699,571.0,19,20,-1250.0,-1000.0
43.635176,78.524802,570.0,20,20,-1000.0,-1000.0
43.635176,78.527906,568.0,21,20,-750.0,-1000.0
43.635176,78.531009,565.0,22,20,-500.0,-1000.0
43.635176,78.534113,564.0,23,20,-250.0,-1000.0
43.635176,78.537216,562.0,24,20,0.0,-1000.0
43.635176,78.540319,560.0,25,20,250.0,-1000.0
43.635176,78.543423,559.0,26,20,500.0,-1000.0
43.635176,78.546526,560.0,27,20,750.0,-1000.0
43.635176,78.54963,562.0,28,20,1000.0,-1000.0
43.635176,78.552733,565.0,29,20,1250.0,-1000.0
43.635176,78.555837,567.0,30,20,1500.0,-1000.0
43.635176,78.55894,569.0,31,20,1750.0,-1000.0
43.635176,78.562044,571.0,32,20,2000.0,-1000.0
43.635176,78.565147,573.0,33,20,2250.0,-1000.0
43.635176,78.56825,575.0,34,20,2500.0,-1000.0
43.635176,78.571354,578.0,35,20,2750.0,-1000.0
43.635176,78.574457,581.0,36,20,3000.0,-1000.0
43.635176,78.577561,583.0,37,20,3250.0,-1000.0
43.635176,78.580664,586.0,38,20,3500.0,-1000.0
43.635176,78.583768,589.0,39,20,3750.0,-1000.0
43.635176,78.586871,592.0,40,20,4000.0,-1000.0
43.635176,78.589975,594.0,41,20,4250.0,-1000.0
43.635176,78.593078,596.0,42,20,4500.0,-1000.0
43.635176,78.596181,599.0,43,20,4750.0,-1000.0
43.635176,78.599285,602.0,44,20,5000.0,-1000.0
43.635176,78.602388,602.0,45,20,5250.0,-1000.0
43.635176,78.605492,603.0,46,20,5500.0,-1000.0
43.635176,78.608595,602.0,47,20,5750.0,-1000.0
43.635176,78.611699,602.0,48,20,6000.0,-1000.0
43.637425,78.462733,608.0,0,21,-6000.0,-750.0
43.637425,78.465837,607.0,1,21,-5750.0,-750.0
43.637425,78.46894,606.0,2,21,-5500.0,-750.0
43.637425,78.472044,605.0,3,21,-5250.0,-750.0
43.637425,78.475147,603.0,4,21,-5000.0,-750.0
43.637425,78.478251,603.0,5,21,-4750.0,-750.0
43.637425,78.481354,601.0,6,21,-4500.0,-750.0
43.637425,78.484457,599.0,7,21,-4250.0,-750.0
