lat,lon,elevation_m,i,j,x_m,y_m
50.531494,73.105877,628.0,10,19,-1000.0,3500.0
50.531494,73.112939,615.0,11,19,-500.0,3500.0
50.531494,73.12,607.0,12,19,0.0,3500.0
50.531494,73.127061,601.0,13,19,500.0,3500.0
50.531494,73.134123,596.0,14,19,1000.0,3500.0
50.531494,73.141184,593.0,15,19,1500.0,3500.0
50.531494,73.148245,588.0,16,19,2000.0,3500.0
50.531494,73.155307,585.0,17,19,2500.0,3500.0
50.531494,73.162368,585.0,18,19,3000.0,3500.0
50.531494,73.169429,588.0,19,19,3500.0,3500.0
50.531494,73.176491,590.0,20,19,4000.0,3500.0
50.531494,73.183552,591.0,21,19,4500.0,3500.0
50.531494,73.190613,594.0,22,19,5000.0,3500.0
50.531494,73.197675,603.0,23,19,5500.0,3500.0
50.531494,73.204736,601.0,24,19,6000.0,3500.0
50.535993,73.035264,574.0,0,20,-6000.0,4000.0
50.535993,73.042325,580.0,1,20,-5500.0,4000.0
50.535993,73.049387,587.0,2,20,-5000.0,4000.0
50.535993,73.056448,625.0,3,20,-4500.0,4000.0
50.535993,73.063509,636.0,4,20,-4000.0,4000.0
50.535993,73.070571,620.0,5,20,-3500.0,4000.0
50.535993,73.077632,657.0,6,20,-3000.0,4000.0
50.535993,73.084693,684.0,7,20,-2500.0,4000.0
50.535993,73.091755,685.0,8,20,-2000.0,4000.0
50.535993,73.098816,658.0,9,20,-1500.0,4000.0
50.535993,73.105877,633.0,10,20,-1000.0,4000.0
50.535993,73.112939,619.0,11,20,-500.0,4000.0
50.535993,73.12,614.0,12,20,0.0,4000.0
50.535993,73.127061,605.0,13,20,500.0,4000.0
50.535993,73.134123,601.0,14,20,1000.0,4000.0
50.535993,73.141184,598.0,15,20,1500.0,4000.0
50.535993,73.148245,595.0,16,20,2000.0,4000.0
50.535993,73.155307,593.0,17,20,2500.0,4000.0
50.535993,73.162368,592.0,18,20,3000.0,4000.0
50.535993,73.169429,595.0,19,20,3500.0,4000.0
50.535993,73.176491,598.0,20,20,4000.0,4000.0
50.535993,73.183552,600.0,21,20,4500.0,4000.0
50.535993,73.190613,601.0,22,20,5000.0,4000.0
50.535993,73.197675,609.0,23,20,5500.0,4000.0
50.535993,73.204736,609.0,24,20,6000.0,4000.0
50.540492,73.035264,567.0,0,21,-6000.0,4500.0
50.540492,73.042325,574.0,1,21,-5500.0,4500.0
50.540492,73.049387,578.0,2,21,-5000.0,4500.0
50.540492,73.056448,602.0,3,21,-4500.0,4500.0
50.540492,73.063509,615.0,4,21,-4000.0,4500.0
50.540492,73.070571,609.0,5,21,-3500.0,4500.0
50.540492,73.077632,655.0,6,21,-3000.0,4500.0
50.540492,73.084693,677.0,7,21,-2500.0,4500.0
50.540492,73.091755,668.0,8,21,-2000.0,4500.0
50.540492,73.098816,653.0,9,21,-1500.0,4500.0
50.540492,73.105877,638.0,10,21,-1000.0,4500.0
50.540492,73.112939,624.0,11,21,-500.0,4500.0
50.540492,73.12,613.0,12,21,0.0,4500.0
50.540492,73.127061,607.0,13,21,500.0,4500.0
50.540492,73.134123,602.0,14,21,1000.0,4500.0
50.540492,73.141184,600.0,15,21,1500.0,4500.0
50.540492,73.148245,598.0,16,21,2000.0,4500.0
50.540492,73.155307,597.0,17,21,2500.0,4500.0
50.540492,73.162368,596.0,18,21,3000.0,4500.0
50.540492,73.169429,601.0,19,21,3500.0,4500.0
50.540492,73.176491,604.0,20,21,4000.0,4500.0
50.540492,73.183552,606.0,21,21,4500.0,4500.0
50.540492,73.190613,607.0,22,21,5000.0,4500.0
50.540492,73.197675,610.0,23,21,5500.0,4500.0
50.540492,73.204736,616.0,24,21,6000.0,4500.0
50.544992,73.035264,561.0,0,22,-6000.0,5000.0
50.544992,73.042325,568.0,1,22,-5500.0,5000.0
50.544992,73.049387,578.0,2,22,-5000.0,5000.0
50.544992,73.056448,581.0,3,22,-4500.0,5000.0
50.544992,73.063509,587.0,4,22,-4000.0,5000.0
50.544992,73.070571,622.0,5,22,-3500.0,5000.0
50.544992,73.077632,655.0,6,22,-3000.0,5000.0
50.544992,73.084693,647.0,7,22,-2500.0,5000.0
50.544992,73.091755,634.0,8,22,-2000.0,5000.0
50.544992,73.098816,644.0,9,22,-1500.0,5000.0
50.544992,73.105877,633.0,10,22,-1000.0,5000.0
50.544992,73.112939,616.0,11,22,-500.0,5000.0
50.544992,73.12,609.0,12,22,0.0,5000.0
50.544992,73.127061,606.0,13,22,500.0,5000.0
50.544992,73.134123,601.0,14,22,1000.0,5000.0
50.544992,73.141184,600.0,15,22,1500.0,5000.0
50.544992,73.148245,600.0,16,22,2000.0,5000.0
50.544992,73.155307,599.0,17,22,2500.0,5000.0
50.544992,73.162368,600.0,18,22,3000.0,5000.0
50.544992,73.169429,604.0,19,22,3500.0,5000.0
50.544992,73.176491,609.0,20,22,4000.0,5000.0
50.544992,73.183552,612.0,21,22,4500.0,5000.0
50.544992,73.190613,613.0,22,22,5000.0,5000.0
50.544992,73.197675,619.0,23,22,5500.0,5000.0
50.544992,73.204736,623.0,24,22,6000.0,5000.0
50.549491,73.035264,557.0,0,23,-6000.0,5500.0
50.549491,73.042325,561.0,1,23,-5500.0,5500.0
50.549491,73.049387,566.0,2,23,-5000.0,5500.0
50.549491,73.056448,574.0,3,23,-4500.0,5500.0
50.549491,73.063509,584.0,4,23,-4000.0,5500.0
50.549491,73.070571,618.0,5,23,-3500.0,5500.0
50.549491,73.077632,599.0,6,23,-3000.0,5500.0
50.549491,73.084693,644.0,7,23,-2500.0,5500.0
50.549491,73.091755,653.0,8,23,-2000.0,5500.0
50.549491,73.098816,615.0,9,23,-1500.0,5500.0
50.549491,73.105877,640.0,10,23,-1000.0,5500.0
50.549491,73.112939,611.0,11,23,-500.0,5500.0
50.549491,73.12,603.0,12,23,0.0,5500.0
50.549491,73.127061,600.0,13,23,500.0,5500.0
50.549491,73.134123,597.0,14,23,1000.0,5500.0
50.549491,73.141184,597.0,15,23,1500.0,5500.0
50.549491,73.148245,601.0,16,23,2000.0,5500.0
50.549491,73.155307,604.0,17,23,2500.0,5500.0
50.549491,73.162368,605.0,18,23,3000.0,5500.0
50.549491,73.169429,606.0,19,23,3500.0,5500.0
50.549491,73.176491,614.0,20,23,4000.0,5500.0
50.549491,73.183552,615.0,21,23,4500.0,5500.0
50.549491,73.190613,615.0,22,23,5000.0,5500.0
50.549491,73.197675,621.0,23,23,5500.0,5500.0
50.549491,73.204736,623.0,24,23,6000.0,5500.0
50.55399,73.035264,553.0,0,24,-6000.0,6000.0
50.55399,73.042325,551.0,1,24,-5500.0,6000.0
50.55399,73.049387,561.0,2,24,-5000.0,6000.0
50.55399,73.056448,570.0,3,24,-4500.0,6000.0
50.55399,73.063509,575.0,4,24,-4000.0,6000.0
50.55399,73.070571,584.0,5,24,-3500.0,6000.0
50.55399,73.077632,588.0,6,24,-3000.0,6000.0
50.55399,73.084693,615.0,7,24,-2500.0,6000.0
50.55399,73.091755,647.0,8,24,-2000.0,6000.0
50.55399,73.098816,612.0,9,24,-1500.0,6000.0
50.55399,73.105877,621.0,10,24,-1000.0,6000.0
50.55399,73.112939,601.0,11,24,-500.0,6000.0
50.55399,73.12,598.0,12,24,0.0,6000.0
50.55399,73.127061,597.0,13,24,500.0,6000.0
50.55399,73.134123,597.0,14,24,1000.0,6000.0
50.55399,73.141184,597.0,15,24,1500.0,6000.0
50.55399,73.148245,601.0,16,24,2000.0,6000.0
50.55399,73.155307,607.0,17,24,2500.0,6000.0
50.55399,73.162368,610.0,18,24,3000.0,6000.0
50.55399,73.169429,609.0,19,24,3500.0,6000.0
50.55399,73.176491,612.0,20,24,4000.0,6000.0
50.55399,73.183552,617.0,21,24,4500.0,6000.0
50.55399,73.190613,618.0,22,24,5000.0,6000.0
50.55399,73.197675,616.0,23,24,5500.0,6000.0
50.55399,73.204736,615.0,24,24,6000.0,6000.0
