lat,lon,elevation_m,i,j,x_m,y_m
50.450509,73.127061,604.0,13,1,500.0,-5500.0
50.450509,73.134123,581.0,14,1,1000.0,-5500.0
50.450509,73.141184,574.0,15,1,1500.0,-5500.0
50.450509,73.148245,567.0,16,1,2000.0,-5500.0
50.450509,73.155307,561.0,17,1,2500.0,-5500.0
50.450509,73.162368,555.0,18,1,3000.0,-5500.0
50.450509,73.169429,549.0,19,1,3500.0,-5500.0
50.450509,73.176491,544.0,20,1,4000.0,-5500.0
50.450509,73.183552,539.0,21,1,4500.0,-5500.0
50.450509,73.190613,530.0,22,1,5000.0,-5500.0
50.450509,73.197675,521.0,23,1,5500.0,-5500.0
50.450509,73.204736,516.0,24,1,6000.0,-5500.0
50.455008,73.035264,636.0,0,2,-6000.0,-5000.0
50.455008,73.042325,642.0,1,2,-5500.0,-5000.0
50.455008,73.049387,657.0,2,2,-5000.0,-5000.0
50.455008,73.056448,668.0,3,2,-4500.0,-5000.0
50.455008,73.063509,689.0,4,2,-4000.0,-5000.0
50.455008,73.070571,693.0,5,2,-3500.0,-5000.0
50.455008,73.077632,751.0,6,2,-3000.0,-5000.0
50.455008,73.084693,695.0,7,2,-2500.0,-5000.0
50.455008,73.091755,698.0,8,2,-2000.0,-5000.0
50.455008,73.098816,656.0,9,2,-1500.0,-5000.0
50.455008,73.105877,668.0,10,2,-1000.0,-5000.0
50.455008,73.112939,631.0,11,2,-500.0,-5000.0
50.455008,73.12,607.0,12,2,0.0,-5000.0
50.455008,73.127061,600.0,13,2,500.0,-5000.0
50.455008,73.134123,585.0,14,2,1000.0,-5000.0
50.455008,73.141184,576.0,15,2,1500.0,-5000.0
50.455008,73.148245,570.0,16,2,2000.0,-5000.0
50.455008,73.155307,563.0,17,2,2500.0,-5000.0
50.455008,73.162368,558.0,18,2,3000.0,-5000.0
50.455008,73.169429,555.0,19,2,3500.0,-5000.0
50.455008,73.176491,551.0,20,2,4000.0,-5000.0
50.455008,73.183552,547.0,21,2,4500.0,-5000.0
50.455008,73.190613,542.0,22,2,5000.0,-5000.0
50.455008,73.197675,535.0,23,2,5500.0,-5000.0
50.455008,73.204736,529.0,24,2,6000.0,-5000.0
50.459508,73.035264,632.0,0,3,-6000.0,-4500.0
50.459508,73.042325,641.0,1,3,-5500.0,-4500.0
50.459508,73.049387,654.0,2,3,-5000.0,-4500.0
50.459508,73.056448,669.0,3,3,-4500.0,-4500.0
50.459508,73.063509,699.0,4,3,-4000.0,-4500.0
50.459508,73.070571,712.0,5,3,-3500.0,-4500.0
50.459508,73.077632,732.0,6,3,-3000.0,-4500.0
50.459508,73.084693,718.0,7,3,-2500.0,-4500.0
50.459508,73.091755,690.0,8,3,-2000.0,-4500.0
50.459508,73.098816,653.0,9,3,-1500.0,-4500.0
50.459508,73.105877,692.0,10,3,-1000.0,-4500.0
50.459508,73.112939,636.0,11,3,-500.0,-4500.0
50.459508,73.12,627.0,12,3,0.0,-4500.0
50.459508,73.127061,627.0,13,3,500.0,-4500.0
50.459508,73.134123,616.0,14,3,1000.0,-4500.0
50.459508,73.141184,579.0,15,3,1500.0,-4500.0
50.459508,73.148245,568.0,16,3,2000.0,-4500.0
50.459508,73.155307,562.0,17,3,2500.0,-4500.0
50.459508,73.162368,559.0,18,3,3000.0,-4500.0
50.459508,73.169429,555.0,19,3,3500.0,-4500.0
50.459508,73.176491,552.0,20,3,4000.0,-4500.0
50.459508,73.183552,549.0,21,3,4500.0,-4500.0
50.459508,73.190613,545.0,22,3,5000.0,-4500.0
50.459508,73.197675,541.0,23,3,5500.0,-4500.0
50.459508,73.204736,537.0,24,3,6000.0,-4500.0
50.464007,73.035264,632.0,0,4,-6000.0,-4000.0
50.464007,73.042325,639.0,1,4,-5500.0,-4000.0
50.464007,73.049387,650.0,2,4,-5000.0,-4000.0
50.464007,73.056448,664.0,3,4,-4500.0,-4000.0
50.464007,73.063509,684.0,4,4,-4000.0,-4000.0
50.464007,73.070571,712.0,5,4,-3500.0,-4000.0
50.464007,73.077632,706.0,6,4,-3000.0,-4000.0
50.464007,73.084693,667.0,7,4,-2500.0,-4000.0
50.464007,73.091755,685.0,8,4,-2000.0,-4000.0
50.464007,73.098816,637.0,9,4,-1500.0,-4000.0
50.464007,73.105877,654.0,10,4,-1000.0,-4000.0
50.464007,73.112939,620.0,11,4,-500.0,-4000.0
50.464007,73.12,618.0,12,4,0.0,-4000.0
50.464007,73.127061,596.0,13,4,500.0,-4000.0
50.464007,73.134123,587.0,14,4,1000.0,-4000.0
50.464007,73.141184,580.0,15,4,1500.0,-4000.0
50.464007,73.148245,572.0,16,4,2000.0,-4000.0
50.464007,73.155307,565.0,17,4,2500.0,-4000.0
50.464007,73.162368,559.0,18,4,3000.0,-4000.0
50.464007,73.169429,552.0,19,4,3500.0,-4000.0
50.464007,73.176491,550.0,20,4,4000.0,-4000.0
50.464007,73.183552,548.0,21,4,4500.0,-4000.0
50.464007,73.190613,545.0,22,4,5000.0,-4000.0
50.464007,73.197675,541.0,23,4,5500.0,-4000.0
50.464007,73.204736,537.0,24,4,6000.0,-4000.0
50.468506,73.035264,644.0,0,5,-6000.0,-3500.0
50.468506,73.042325,641.0,1,5,-5500.0,-3500.0
50.468506,73.049387,644.0,2,5,-5000.0,-3500.0
50.468506,73.056448,654.0,3,5,-4500.0,-3500.0
50.468506,73.063509,662.0,4,5,-4000.0,-3500.0
50.468506,73.070571,671.0,5,5,-3500.0,-3500.0
50.468506,73.077632,687.0,6,5,-3000.0,-3500.0
50.468506,73.084693,651.0,7,5,-2500.0,-3500.0
50.468506,73.091755,670.0,8,5,-2000.0,-3500.0
50.468506,73.098816,624.0,9,5,-1500.0,-3500.0
50.468506,73.105877,655.0,10,5,-1000.0,-3500.0
50.468506,73.112939,623.0,11,5,-500.0,-3500.0
50.468506,73.12,649.0,12,5,0.0,-3500.0
50.468506,73.127061,618.0,13,5,500.0,-3500.0
50.468506,73.134123,581.0,14,5,1000.0,-3500.0
50.468506,73.141184,582.0,15,5,1500.0,-3500.0
50.468506,73.148245,571.0,16,5,2000.0,-3500.0
50.468506,73.155307,556.0,17,5,2500.0,-3500.0
50.468506,73.162368,555.0,18,5,3000.0,-3500.0
50.468506,73.169429,552.0,19,5,3500.0,-3500.0
50.468506,73.176491,547.0,20,5,4000.0,-3500.0
50.468506,73.183552,540.0,21,5,4500.0,-3500.0
50.468506,73.190613,539.0,22,5,5000.0,-3500.0
50.468506,73.197675,535.0,23,5,5500.0,-3500.0
50.468506,73.204736,531.0,24,5,6000.0,-3500.0
50.473005,73.035264,638.0,0,6,-6000.0,-3000.0
50.473005,73.042325,643.0,1,6,-5500.0,-3000.0
50.473005,73.049387,641.0,2,6,-5000.0,-3000.0
50.473005,73.056448,648.0,3,6,-4500.0,-3000.0
50.473005,73.063509,654.0,4,6,-4000.0,-3000.0
50.473005,73.070571,659.0,5,6,-3500.0,-3000.0
50.473005,73.077632,679.0,6,6,-3000.0,-3000.0
50.473005,73.084693,656.0,7,6,-2500.0,-3000.0
50.473005,73.091755,623.0,8,6,-2000.0,-3000.0
50.473005,73.098816,616.0,9,6,-1500.0,-3000.0
50.473005,73.105877,625.0,10,6,-1000.0,-3000.0
50.473005,73.112939,613.0,11,6,-500.0,-3000.0
50.473005,73.12,614.0,12,6,0.0,-3000.0
50.473005,73.127061,591.0,13,6,500.0,-3000.0
50.473005,73.134123,576.0,14,6,1000.0,-3000.0
50.473005,73.141184,566.0,15,6,1500.0,-3000.0
50.473005,73.148245,563.0,16,6,2000.0,-3000.0
50.473005,73.155307,560.0,17,6,2500.0,-3000.0
50.473005,73.162368,550.0,18,6,3000.0,-3000.0
50.473005,73.169429,543.0,19,6,3500.0,-3000.0
50.473005,73.176491,544.0,20,6,4000.0,-3000.0
50.473005,73.183552,538.0,21,6,4500.0,-3000.0
50.473005,73.190613,530.0,22,6,5000.0,-3000.0
50.473005,73.197675,525.0,23,6,5500.0,-3000.0
50.473005,73.204736,517.0,24,6,6000.0,-3000.0
50.477504,73.035264,643.0,0,7,-6000.0,-2500.0
50.477504,73.042325,640.0,1,7,-5500.0,-2500.0
50.477504,73.049387,636.0,2,7,-5000.0,-2500.0
50.477504,73.056448,640.0,3,7,-4500.0,-2500.0
50.477504,73.063509,643.0,4,7,-4000.0,-2500.0
50.477504,73.070571,655.0,5,7,-3500.0,-2500.0
50.477504,73.077632,684.0,6,7,-3000.0,-2500.0
50.477504,73.084693,664.0,7,7,-2500.0,-2500.0
50.477504,73.091755,622.0,8,7,-2000.0,-2500.0
50.477504,73.098816,606.0,9,7,-1500.0,-2500.0
50.477504,73.105877,598.0,10,7,-1000.0,-2500.0
50.477504,73.112939,602.0,11,7,-500.0,-2500.0
50.477504,73.12,598.0,12,7,0.0,-2500.0
50.477504,73.127061,583.0,13,7,500.0,-2500.0
50.477504,73.134123,571.0,14,7,1000.0,-2500.0
50.477504,73.141184,567.0,15,7,1500.0,-2500.0
50.477504,73.148245,557.0,16,7,2000.0,-2500.0
50.477504,73.155307,550.0,17,7,2500.0,-2500.0
50.477504,73.162368,543.0,18,7,3000.0,-2500.0
50.477504,73.169429,539.0,19,7,3500.0,-2500.0
50.477504,73.176491,533.0,20,7,4000.0,-2500.0
50.477504,73.183552,532.0,21,7,4500.0,-2500.0
50.477504,73.190613,528.0,22,7,5000.0,-2500.0
50.477504,73.197675,521.0,23,7,5500.0,-2500.0
50.477504,73.204736,515.0,24,7,6000.0,-2500.0
50.482003,73.035264,630.0,0,8,-6000.0,-2000.0
50.482003,73.042325,636.0,1,8,-5500.0,-2000.0
50.482003,73.049387,631.0,2,8,-5000.0,-2000.0
50.482003,73.056448,634.0,3,8,-4500.0,-2000.0
50.482003,73.063509,638.0,4,8,-4000.0,-2000.0
50.482003,73.070571,647.0,5,8,-3500.0,-2000.0
50.482003,73.077632,661.0,6,8,-3000.0,-2000.0
50.482003,73.084693,641.0,7,8,-2500.0,-2000.0
50.482003,73.091755,621.0,8,8,-2000.0,-2000.0
50.482003,73.098816,611.0,9,8,-1500.0,-2000.0
50.482003,73.105877,602.0,10,8,-1000.0,-2000.0
50.482003,73.112939,590.0,11,8,-500.0,-2000.0
50.482003,73.12,580.0,12,8,0.0,-2000.0
50.482003,73.127061,579.0,13,8,500.0,-2000.0
50.482003,73.134123,571.0,14,8,1000.0,-2000.0
50.482003,73.141184,561.0,15,8,1500.0,-2000.0
50.482003,73.148245,559.0,16,8,2000.0,-2000.0
50.482003,73.155307,553.0,17,8,2500.0,-2000.0
50.482003,73.162368,548.0,18,8,3000.0,-2000.0
50.482003,73.169429,542.0,19,8,3500.0,-2000.0
50.482003,73.176491,534.0,20,8,4000.0,-2000.0
50.482003,73.183552,530.0,21,8,4500.0,-2000.0
50.482003,73.190613,526.0,22,8,5000.0,-2000.0
50.482003,73.197675,521.0,23,8,5500.0,-2000.0
50.482003,73.204736,520.0,24,8,6000.0,-2000.0
50.486503,73.035264,618.0,0,9,-6000.0,-1500.0
50.486503,73.042325,625.0,1,9,-5500.0,-1500.0
50.486503,73.049387,628.0,2,9,-5000.0,-1500.0
50.486503,73.056448,627.0,3,9,-4500.0,-1500.0
50.486503,73.063509,634.0,4,9,-4000.0,-1500.0
50.486503,73.070571,647.0,5,9,-3500.0,-1500.0
50.486503,73.077632,661.0,6,9,-3000.0,-1500.0
50.486503,73.084693,650.0,7,9,-2500.0,-1500.0
50.486503,73.091755,631.0,8,9,-2000.0,-1500.0
50.486503,73.098816,623.0,9,9,-1500.0,-1500.0
50.486503,73.105877,610.0,10,9,-1000.0,-1500.0
50.486503,73.112939,599.0,11,9,-500.0,-1500.0
50.486503,73.12,595.0,12,9,0.0,-1500.0
50.486503,73.127061,582.0,13,9,500.0,-1500.0
50.486503,73.134123,576.0,14,9,1000.0,-1500.0
50.486503,73.141184,573.0,15,9,1500.0,-1500.0
50.486503,73.148245,564.0,16,9,2000.0,-1500.0
50.486503,73.155307,560.0,17,9,2500.0,-1500.0
50.486503,73.162368,554.0,18,9,3000.0,-1500.0
50.486503,73.169429,547.0,19,9,3500.0,-1500.0
50.486503,73.176491,540.0,20,9,4000.0,-1500.0
50.486503,73.183552,538.0,21,9,4500.0,-1500.0
50.486503,73.190613,535.0,22,9,5000.0,-1500.0
50.486503,73.197675,529.0,23,9,5500.0,-1500.0
50.486503,73.204736,523.0,24,9,6000.0,-1500.0
50.491002,73.035264,607.0,0,10,-6000.0,-1000.0
50.491002,73.042325,612.0,1,10,-5500.0,-1000.0
50.491002,73.049387,616.0,2,10,-5000.0,-1000.0
50.491002,73.056448,622.0,3,10,-4500.0,-1000.0
50.491002,73.063509,632.0,4,10,-4000.0,-1000.0
50.491002,73.070571,646.0,5,10,-3500.0,-1000.0
50.491002,73.077632,680.0,6,10,-3000.0,-1000.0
50.491002,73.084693,662.0,7,10,-2500.0,-1000.0
50.491002,73.091755,654.0,8,10,-2000.0,-1000.0
50.491002,73.098816,650.0,9,10,-1500.0,-1000.0
50.491002,73.105877,621.0,10,10,-1000.0,-1000.0
50.491002,73.112939,621.0,11,10,-500.0,-1000.0
50.491002,73.12,616.0,12,10,0.0,-1000.0
50.491002,73.127061,593.0,13,10,500.0,-1000.0
50.491002,73.134123,581.0,14,10,1000.0,-1000.0
50.491002,73.141184,576.0,15,10,1500.0,-1000.0
50.491002,73.148245,571.0,16,10,2000.0,-1000.0
50.491002,73.155307,566.0,17,10,2500.0,-1000.0
50.491002,73.162368,561.0,18,10,3000.0,-1000.0
50.491002,73.169429,556.0,19,10,3500.0,-1000.0
50.491002,73.176491,551.0,20,10,4000.0,-1000.0
50.491002,73.183552,547.0,21,10,4500.0,-1000.0
50.491002,73.190613,542.0,22,10,5000.0,-1000.0
50.491002,73.197675,536.0,23,10,5500.0,-1000.0
50.491002,73.204736,528.0,24,10,6000.0,-1000.0
50.495501,73.035264,602.0,0,11,-6000.0,-500.0
50.495501,73.042325,606.0,1,11,-5500.0,-500.0
50.495501,73.049387,611.0,2,11,-5000.0,-500.0
50.495501,73.056448,617.0,3,11,-4500.0,-500.0
50.495501,73.063509,626.0,4,11,-4000.0,-500.0
50.495501,73.070571,653.0,5,11,-3500.0,-500.0
50.495501,73.077632,684.0,6,11,-3000.0,-500.0
50.495501,73.084693,670.0,7,11,-2500.0,-500.0
50.495501,73.091755,681.0,8,11,-2000.0,-500.0
50.495501,73.098816,687.0,9,11,-1500.0,-500.0
50.495501,73.105877,631.0,10,11,-1000.0,-500.0
50.495501,73.112939,613.0,11,11,-500.0,-500.0
50.495501,73.12,599.0,12,11,0.0,-500.0
50.495501,73.127061,594.0,13,11,500.0,-500.0
50.495501,73.134123,584.0,14,11,1000.0,-500.0
50.495501,73.141184,579.0,15,11,1500.0,-500.0
50.495501,73.148245,575.0,16,11,2000.0,-500.0
50.495501,73.155307,572.0,17,11,2500.0,-500.0
50.495501,73.162368,568.0,18,11,3000.0,-500.0
50.495501,73.169429,563.0,19,11,3500.0,-500.0
50.495501,73.176491,558.0,20,11,4000.0,-500.0
50.495501,73.183552,553.0,21,11,4500.0,-500.0
50.495501,73.190613,542.0,22,11,5000.0,-500.0
50.495501,73.197675,534.0,23,11,5500.0,-500.0
50.495501,73.204736,534.0,24,11,6000.0,-500.0
50.5,73.035264,601.0,0,12,-6000.0,0.0
50.5,73.042325,602.0,1,12,-5500.0,0.0
50.5,73.049387,610.0,2,12,-5000.0,0.0
50.5,73.056448,619.0,3,12,-4500.0,0.0
50.5,73.063509,629.0,4,12,-4000.0,0.0
50.5,73.070571,647.0,5,12,-3500.0,0.0
50.5,73.077632,670.0,6,12,-3000.0,0.0
50.5,73.084693,647.0,7,12,-2500.0,0.0
50.5,73.091755,679.0,8,12,-2000.0,0.0
50.5,73.098816,637.0,9,12,-1500.0,0.0
50.5,73.105877,617.0,10,12,-1000.0,0.0
50.5,73.112939,605.0,11,12,-500.0,0.0
50.5,73.12,594.0,12,12,0.0,0.0
50.5,73.127061,586.0,13,12,500.0,0.0
50.5,73.134123,580.0,14,12,1000.0,0.0
50.5,73.141184,578.0,15,12,1500.0,0.0
50.5,73.148245,577.0,16,12,2000.0,0.0
50.5,73.155307,574.0,17,12,2500.0,0.0
50.5,73.162368,571.0,18,12,3000.0,0.0
50.5,73.169429,566.0,19,12,3500.0,0.0
50.5,73.176491,556.0,20,12,4000.0,0.0
50.5,73.183552,546.0,21,12,4500.0,0.0
50.5,73.190613,543.0,22,12,5000.0,0.0
50.5,73.197675,544.0,23,12,5500.0,0.0
50.5,73.204736,542.0,24,12,6000.0,0.0
50.504499,73.035264,597.0,0,13,-6000.0,500.0
50.504499,73.042325,598.0,1,13,-5500.0,500.0
50.504499,73.049387,608.0,2,13,-5000.0,500.0
50.504499,73.056448,620.0,3,13,-4500.0,500.0
50.504499,73.063509,632.0,4,13,-4000.0,500.0
50.504499,73.070571,662.0,5,13,-3500.0,500.0
50.504499,73.077632,676.0,6,13,-3000.0,500.0
50.504499,73.084693,641.0,7,13,-2500.0,500.0
50.504499,73.091755,660.0,8,13,-2000.0,500.0
50.504499,73.098816,628.0,9,13,-1500.0,500.0
50.504499,73.105877,616.0,10,13,-1000.0,500.0
50.504499,73.112939,606.0,11,13,-500.0,500.0
50.504499,73.12,593.0,12,13,0.0,500.0
50.504499,73.127061,591.0,13,13,500.0,500.0
50.504499,73.134123,588.0,14,13,1000.0,500.0
50.504499,73.141184,580.0,15,13,1500.0,500.0
50.504499,73.148245,572.0,16,13,2000.0,500.0
50.504499,73.155307,567.0,17,13,2500.0,500.0
50.504499,73.162368,563.0,18,13,3000.0,500.0
50.504499,73.169429,559.0,19,13,3500.0,500.0
50.504499,73.176491,556.0,20,13,4000.0,500.0
50.504499,73.183552,554.0,21,13,4500.0,500.0
50.504499,73.190613,553.0,22,13,5000.0,500.0
50.504499,73.197675,550.0,23,13,5500.0,500.0
50.504499,73.204736,549.0,24,13,6000.0,500.0
50.508998,73.035264,591.0,0,14,-6000.0,1000.0
50.508998,73.042325,600.0,1,14,-5500.0,1000.0
50.508998,73.049387,610.0,2,14,-5000.0,1000.0
50.508998,73.056448,620.0,3,14,-4500.0,1000.0
50.508998,73.063509,630.0,4,14,-4000.0,1000.0
50.508998,73.070571,650.0,5,14,-3500.0,1000.0
50.508998,73.077632,686.0,6,14,-3000.0,1000.0
50.508998,73.084693,645.0,7,14,-2500.0,1000.0
50.508998,73.091755,636.0,8,14,-2000.0,1000.0
50.508998,73.098816,629.0,9,14,-1500.0,1000.0
50.508998,73.105877,612.0,10,14,-1000.0,1000.0
50.508998,73.112939,603.0,11,14,-500.0,1000.0
50.508998,73.12,611.0,12,14,0.0,1000.0
50.508998,73.127061,614.0,13,14,500.0,1000.0
50.508998,73.134123,599.0,14,14,1000.0,1000.0
50.508998,73.141184,588.0,15,14,1500.0,1000.0
50.508998,73.148245,581.0,16,14,2000.0,1000.0
50.508998,73.155307,578.0,17,14,2500.0,1000.0
50.508998,73.162368,574.0,18,14,3000.0,1000.0
50.508998,73.169429,569.0,19,14,3500.0,1000.0
50.508998,73.176491,565.0,20,14,4000.0,1000.0
50.508998,73.183552,563.0,21,14,4500.0,1000.0
50.508998,73.190613,560.0,22,14,5000.0,1000.0
50.508998,73.197675,555.0,23,14,5500.0,1000.0
50.508998,73.204736,548.0,24,14,6000.0,1000.0
50.513497,73.035264,593.0,0,15,-6000.0,1500.0
50.513497,73.042325,598.0,1,15,-5500.0,1500.0
50.513497,73.049387,605.0,2,15,-5000.0,1500.0
50.513497,73.056448,618.0,3,15,-4500.0,1500.0
50.513497,73.063509,646.0,4,15,-4000.0,1500.0
50.513497,73.070571,678.0,5,15,-3500.0,1500.0
50.513497,73.077632,656.0,6,15,-3000.0,1500.0
50.513497,73.084693,637.0,7,15,-2500.0,1500.0
50.513497,73.091755,638.0,8,15,-2000.0,1500.0
50.513497,73.098816,635.0,9,15,-1500.0,1500.0
50.513497,73.105877,619.0,10,15,-1000.0,1500.0
50.513497,73.112939,605.0,11,15,-500.0,1500.0
50.513497,73.12,608.0,12,15,0.0,1500.0
50.513497,73.127061,623.0,13,15,500.0,1500.0
50.513497,73.134123,605.0,14,15,1000.0,1500.0
50.513497,73.141184,593.0,15,15,1500.0,1500.0
50.513497,73.148245,586.0,16,15,2000.0,1500.0
50.513497,73.155307,583.0,17,15,2500.0,1500.0
50.513497,73.162368,581.0,18,15,3000.0,1500.0
50.513497,73.169429,577.0,19,15,3500.0,1500.0
50.513497,73.176491,571.0,20,15,4000.0,1500.0
50.513497,73.183552,562.0,21,15,4500.0,1500.0
50.513497,73.190613,557.0,22,15,5000.0,1500.0
50.513497,73.197675,559.0,23,15,5500.0,1500.0
50.513497,73.204736,563.0,24,15,6000.0,1500.0
50.517997,73.035264,591.0,0,16,-6000.0,2000.0
50.517997,73.042325,595.0,1,16,-5500.0,2000.0
50.517997,73.049387,605.0,2,16,-5000.0,2000.0
50.517997,73.056448,617.0,3,16,-4500.0,2000.0
50.517997,73.063509,641.0,4,16,-4000.0,2000.0
50.517997,73.070571,665.0,5,16,-3500.0,2000.0
50.517997,73.077632,699.0,6,16,-3000.0,2000.0
50.517997,73.084693,643.0,7,16,-2500.0,2000.0
50.517997,73.091755,630.0,8,16,-2000.0,2000.0
50.517997,73.098816,619.0,9,16,-1500.0,2000.0
50.517997,73.105877,612.0,10,16,-1000.0,2000.0
50.517997,73.112939,607.0,11,16,-500.0,2000.0
50.517997,73.12,598.0,12,16,0.0,2000.0
50.517997,73.127061,597.0,13,16,500.0,2000.0
50.517997,73.134123,597.0,14,16,1000.0,2000.0
50.517997,73.141184,590.0,15,16,1500.0,2000.0
50.517997,73.148245,585.0,16,16,2000.0,2000.0
50.517997,73.155307,583.0,17,16,2500.0,2000.0
50.517997,73.162368,581.0,18,16,3000.0,2000.0
50.517997,73.169429,575.0,19,16,3500.0,2000.0
50.517997,73.176491,567.0,20,16,4000.0,2000.0
50.517997,73.183552,566.0,21,16,4500.0,2000.0
50.517997,73.190613,565.0,22,16,5000.0,2000.0
50.517997,73.197675,570.0,23,16,5500.0,2000.0
50.517997,73.204736,575.0,24,16,6000.0,2000.0
50.522496,73.035264,588.0,0,17,-6000.0,2500.0
50.522496,73.042325,595.0,1,17,-5500.0,2500.0
50.522496,73.049387,603.0,2,17,-5000.0,2500.0
50.522496,73.056448,612.0,3,17,-4500.0,2500.0
50.522496,73.063509,623.0,4,17,-4000.0,2500.0
50.522496,73.070571,634.0,5,17,-3500.0,2500.0
50.522496,73.077632,649.0,6,17,-3000.0,2500.0
50.522496,73.084693,696.0,7,17,-2500.0,2500.0
50.522496,73.091755,644.0,8,17,-2000.0,2500.0
50.522496,73.098816,633.0,9,17,-1500.0,2500.0
50.522496,73.105877,655.0,10,17,-1000.0,2500.0
50.522496,73.112939,622.0,11,17,-500.0,2500.0
50.522496,73.12,603.0,12,17,0.0,2500.0
50.522496,73.127061,598.0,13,17,500.0,2500.0
50.522496,73.134123,591.0,14,17,1000.0,2500.0
50.522496,73.141184,586.0,15,17,1500.0,2500.0
50.522496,73.148245,583.0,16,17,2000.0,2500.0
50.522496,73.155307,579.0,17,17,2500.0,2500.0
50.522496,73.162368,576.0,18,17,3000.0,2500.0
50.522496,73.169429,572.0,19,17,3500.0,2500.0
50.522496,73.176491,574.0,20,17,4000.0,2500.0
50.522496,73.183552,574.0,21,17,4500.0,2500.0
50.522496,73.190613,574.0,22,17,5000.0,2500.0
50.522496,73.197675,582.0,23,17,5500.0,2500.0
50.522496,73.204736,585.0,24,17,6000.0,2500.0
50.526995,73.035264,586.0,0,18,-6000.0,3000.0
50.526995,73.042325,592.0,1,18,-5500.0,3000.0
50.526995,73.049387,605.0,2,18,-5000.0,3000.0
50.526995,73.056448,615.0,3,18,-4500.0,3000.0
50.526995,73.063509,629.0,4,18,-4000.0,3000.0
50.526995,73.070571,675.0,5,18,-3500.0,3000.0
50.526995,73.077632,666.0,6,18,-3000.0,3000.0
50.526995,73.084693,686.0,7,18,-2500.0,3000.0
50.526995,73.091755,664.0,8,18,-2000.0,3000.0
50.526995,73.098816,638.0,9,18,-1500.0,3000.0
50.526995,73.105877,636.0,10,18,-1000.0,3000.0
50.526995,73.112939,620.0,11,18,-500.0,3000.0
50.526995,73.12,608.0,12,18,0.0,3000.0
50.526995,73.127061,602.0,13,18,500.0,3000.0
50.526995,73.134123,597.0,14,18,1000.0,3000.0
50.526995,73.141184,593.0,15,18,1500.0,3000.0
50.526995,73.148245,589.0,16,18,2000.0,3000.0
50.526995,73.155307,585.0,17,18,2500.0,3000.0
50.526995,73.162368,582.0,18,18,3000.0,3000.0
50.526995,73.169429,580.0,19,18,3500.0,3000.0
50.526995,73.176491,581.0,20,18,4000.0,3000.0
50.526995,73.183552,581.0,21,18,4500.0,3000.0
50.526995,73.190613,584.0,22,18,5000.0,3000.0
50.526995,73.197675,590.0,23,18,5500.0,3000.0
50.526995,73.204736,593.0,24,18,6000.0,3000.0
50.531494,73.035264,579.0,0,19,-6000.0,3500.0
50.531494,73.042325,591.0,1,19,-5500.0,3500.0
50.531494,73.049387,597.0,2,19,-5000.0,3500.0
50.531494,73.056448,612.0,3,19,-4500.0,3500.0
50.531494,73.063509,639.0,4,19,-4000.0,3500.0
50.531494,73.070571,686.0,5,19,-3500.0,3500.0
50.531494,73.077632,670.0,6,19,-3000.0,3500.0
50.531494,73.084693,707.0,7,19,-2500.0,3500.0
50.531494,73.091755,657.0,8,19,-2000.0,3500.0
50.531494,73.098816,657.0,9,19,-1500.0,3500.0
